Subject,pc,sigma,lambda,theta,nLogLik,n_parameters,aic,optimizer,Timepoint,Subject_tx,x
destabilizing_treatment_24,pc1,0.22138259533364246,0.8723514202601066,0.028308645517616575,-12.774317848983536,10,14.905126525351523,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24']","[-0.00354277785769505, 0.053516661471156406, 0.08674273585680614, 0.09392793904144696, 0.06457466918818736, -0.05835249531934521, 0.02708037822963752, -0.03868386247003239, 0.01678653510767556, 0.06278281471245628]"
destabilizing_treatment_24,pc2,0.16610086884737635,0.23223941607755672,0.08426359066855062,-17.37095346656273,10,14.290401059367888,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24']","[0.007454506310683378, 0.0312957676968503, 0.09610745498463304, 0.1155512008917042, 0.15279270118173233, 0.13020053630663148, 0.13090375322985565, 0.12060991536256456, 0.05962067685118587, 0.039956085060857835]"
destabilizing_treatment_24,pc3,0.1918054532218345,0.7358740255303665,0.12335054055321032,-15.068881873421763,10,14.574736371280629,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24', 'destabilizing_treatment_24']","[0.000592402275902948, 0.09308292580149312, 0.1661735224863965, 0.08300193972754005, 0.09732785405531817, 0.09365652108553871, 0.11672856676461715, 0.10057957340447296, 0.14682726355313663, 0.20755298729532973]"
destabilizing_treatment_25,pc1,0.2299890221767903,0.4528852833141299,-0.08311203692649727,-12.16410044980713,10,15.003021944520967,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25']","[0.008547660350778839, 0.05019042820719197, 0.011510670227645473, -0.0065428436469480294, -0.10066478302875069, -0.06875696397333134, -0.08893428854717139, -0.15344664213322848, -0.06257431394737419, -0.12253364617774995]"
destabilizing_treatment_25,pc2,0.2385467559117483,0.04061028255412453,-0.9292218998200319,-11.57951366637393,10,15.101525052919076,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25']","[0.004995829091592093, -0.013490944865931293, -0.0025984661545874477, -0.05713781032558247, -0.095532038929528, 0.003940183864655986, -0.045838858870999116, -0.11855311198314301, -0.2283070912665075, -0.2641092938702455]"
destabilizing_treatment_25,pc3,0.196399829530376,0.06804629398444306,-0.5510499993575986,-14.690128266646953,10,14.625648556580508,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25', 'destabilizing_treatment_25']","[0.0021686462173165478, 0.03085827678376219, 0.004561656911556487, -0.06724437117417328, -0.10878102972522521, -0.1139250146732397, -0.21235149131171843, -0.23847910063420577, -0.2663257710161058, -0.2560330483448507]"
destabilizing_treatment_26,pc1,0.2132055081869927,0.7608844197690934,0.09900094365269801,-13.376574630670929,10,14.812989969503068,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26']","[-0.004577849448742828, 0.07765754375288084, 0.12487698888687265, 0.045468189096325856, 0.0603303694990813, 0.068632392232372, 0.1630929513923408, 0.18874971946018165, 0.08689648926292141, 0.08718418065747667]"
destabilizing_treatment_26,pc2,0.24335638635420503,0.07344338298578054,-0.05689970500205435,-11.260158283582467,10,15.157458640461464,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26']","[0.008182701292231675, 0.11677530739234988, 0.013368862278036533, 0.02777193316660996, 0.040854720210843166, -0.07077194778435678, -0.08542796244121506, -0.09204843930364798, -0.06278880529100758, -0.11242580321449719]"
destabilizing_treatment_26,pc3,0.2208523353026154,0.2831025660754509,0.2506212963668457,-12.812599769795403,10,14.89914191244166,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26', 'destabilizing_treatment_26']","[-0.004717810512463818, 0.006009913105930413, 0.04461885450001546, 0.14531622280191148, 0.17251193365930556, 0.18905705822638766, 0.22816709631546067, 0.16321388254129654, 0.2759050624825744, 0.25779401445307704]"
destabilizing_treatment_27,pc1,0.2330613897432957,1.4616322888509305,0.0763295765868921,-11.951783681326543,10,15.038238941450512,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27']","[0.0011908640671611838, 0.07542181070710467, 0.07217697172050179, 0.15199297154763136, 0.05931401072523655, 0.019529112728803415, 0.10389103606766958, 0.06377194779425571, 0.0070271765391469315, 0.1905080072361499]"
destabilizing_treatment_27,pc2,0.18216889407679723,1.0051315797145668,0.08354150179267435,-15.893633242847859,10,14.46816279188685,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27']","[-0.0003557174912440675, 0.061739370982701366, 0.13185328177050146, 0.1265959992427267, 0.04701009173242199, 0.12519821979653373, 0.053371187213641744, 0.045476633937364286, 0.11378910865849952, 0.09527717715444327]"
destabilizing_treatment_27,pc3,0.13986605493923607,0.7730559841423303,-0.034573842290170895,-20.121473604226725,10,13.9964248333674,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27', 'destabilizing_treatment_27']","[-0.003991928980742136, -0.026836350437443226, -0.04878650465085986, -0.007699179077256209, -0.03243332936583532, -0.062115768273198924, -0.05273116423285468, -0.06050395580802202, -0.031140435841415046, -0.008309059009132716]"
destabilizing_treatment_28,pc1,0.21819046361829997,0.7831086980792155,-0.04988963366166825,-13.00659327732847,10,14.869087191858423,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28']","[-0.005779792030837912, -0.04521822869796425, -0.12374331178159093, -0.0027211917697490123, 0.0045466771932604465, -0.013909240926597169, -0.05561494532541026, -0.034879589976512325, -0.07419447045129647, -0.15699480255856085]"
destabilizing_treatment_28,pc2,0.2162411104477231,0.31872541637652274,-0.20022234752467227,-13.150255698030184,10,14.847117593696296,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28']","[-0.009259723130272391, -0.011660676590101957, 0.03295969051524129, -0.037760996300557965, -0.13179968635812442, -0.12713509972741047, -0.118730232609914, -0.23924703041113765, -0.19118974077656603, -0.2131132070718646]"
destabilizing_treatment_28,pc3,0.1523603326980795,1.194844740945888,-0.06526114662036998,-18.752512145926072,10,14.137344550884382,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28', 'destabilizing_treatment_28']","[-0.008434850839695066, -0.09581759043145463, -0.0315584301198986, -0.03701520624001481, -0.06980797071127356, -0.0803498837894916, -0.08565822176447281, -0.05894214421622823, -0.02700066808231999, -0.09152346787884043]"
destabilizing_treatment_29,pc1,0.23879465600953187,0.4473947237205508,-0.04722466374447007,-11.562852833133869,10,15.104404764657948,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29']","[-0.0023617417115447624, -0.011458205931184145, -0.13261368700926665, -0.18866737181615584, -0.11093723392423958, -0.04006883458197154, 0.06845144869020658, -0.01927767851928315, -0.05369668229576797, -0.07816454259105066]"
destabilizing_treatment_29,pc2,0.18986158429129318,0.4400352594931487,-0.019899790421601574,-15.23187522804476,10,14.553219426841355,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29']","[0.004008129022783235, 0.031579272556575576, -0.017064864250030752, -0.07321549422878398, -0.05610496675163532, -0.0011449914315464285, 0.03863111741950835, 0.011789160658334925, -0.02698957568326561, -0.06183960687168599]"
destabilizing_treatment_29,pc3,0.21456738787586926,1.3567043936644967,-0.01390309229687894,-13.274524298283612,10,14.828306535836624,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29', 'destabilizing_treatment_29']","[0.00604969600028387, -0.05957407008806965, 0.021466682693236434, -0.0942032704204056, 0.04224004446334084, -0.0026705355408762205, 0.03218989114324644, 0.022283215488468927, -0.020155336105492715, -0.07357878728577152]"
destabilizing_treatment_30,pc1,0.2933238457840169,0.07138948324736086,0.3680552629549995,-8.272117572740518,10,15.774218937991796,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30']","[-0.00948695174329682, -0.1174429199063018, -0.1675225186354975, -0.2437808964520412, -0.1598676808157633, -0.07386838118726403, -0.057919371034274234, 0.046793723964900474, 0.20135964354404315, 0.18378055710335486]"
destabilizing_treatment_30,pc2,0.21601174980169635,0.7139629933677092,0.06524752241117532,-13.167197462800456,10,14.844542607886384,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30']","[0.004675527902411747, 0.017513619824664303, 0.029298105915993085, 0.029348148899790177, 0.13654282178328747, 0.11488990412917378, 0.10240425045062429, -0.010297370010696652, 0.0347923193898548, 0.07380320001808482]"
destabilizing_treatment_30,pc3,0.16751970115888562,1.030961383582623,-0.14533687910249382,-17.234891068701007,10,14.306128240810034,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30', 'destabilizing_treatment_30']","[-0.003131067358173969, -0.17576394398064868, -0.21708527037772143, -0.17805139207003431, -0.15924332988261897, -0.09461724407901853, -0.1282199556231688, -0.1149351015896521, -0.15298434237979824, -0.16242013294853969]"
destabilizing_treatment_31,pc1,0.26181322368479987,0.43707216019930234,-0.06822405098262489,-10.090445049649622,10,15.376822117228372,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31']","[0.001261692798473526, 0.03702040792129791, 0.03459483772875372, 0.08534655438049552, -0.049005521757342685, -0.03586239451145575, -0.034284265816648805, -0.1862517351029002, -0.13407780240911926, -0.10061258364221337]"
destabilizing_treatment_31,pc2,0.2464785374451523,0.39891501858558115,0.0037776153585029606,-11.056201518575895,10,15.194017012125318,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31']","[0.002462881296669408, 0.009680332329398349, -0.05002227893532936, -0.02475203310666461, -0.006369534627789306, -0.1274602872148168, -0.12356005253155651, -0.020654290672481895, 0.0005308126951648617, 0.09436855718605516]"
destabilizing_treatment_31,pc3,0.20773464298456834,0.8148799983036814,0.06594396472627163,-13.792287958741246,10,14.751780815235168,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31', 'destabilizing_treatment_31']","[0.0017012658089203935, 0.0702644845224708, -0.016482225732644656, 0.06080437031667564, 0.010047081967539132, 0.033008697288703634, 0.11475911078303942, 0.14376099651236038, 0.061862862327369275, 0.011188383215650612]"
destabilizing_treatment_32,pc1,0.2176550116685182,0.4363136477455194,-0.009147716102917015,-13.045899636307587,10,14.863052239436229,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32']","[-0.002389839857570044, 0.01665269065898467, 0.00048520722022002416, 0.02946737041257635, -0.02119762889899852, 0.04028232464232666, 0.07617448041294692, 0.030192824638985094, -0.06899794728154143, -0.08714201687443994]"
destabilizing_treatment_32,pc2,0.22328594145072195,0.06593538747200306,0.27643044705022357,-12.63730554132113,10,14.926693606408698,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32']","[-0.008775000149225274, 0.04328338053663024, 0.0028476208389824897, -0.010072720264218477, -0.08335750332783548, -0.0842697345629048, -0.0755320827551186, 0.0017119190201600881, 0.09446428034118458, 0.1073500697306028]"
destabilizing_treatment_32,pc3,0.23762680677209763,0.16764258097416507,-0.2764624086410973,-11.641432091689222,10,15.090859066664905,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32', 'destabilizing_treatment_32']","[-0.0063490325941087875, 0.0327308549028659, 0.06344018302285503, -0.009281607981702383, -0.050958103238693514, -0.03892532695308505, -0.19154903633799308, -0.23039391105950133, -0.26331329065620107, -0.2244788107122811]"
destabilizing_treatment_33,pc1,0.2953439959294545,0.565908835345498,0.1589592159561236,-8.162378295451212,10,15.800928831427335,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33']","[0.0029675461380515157, 0.09570329166994906, 0.18102424705092723, 0.012744964425380867, 0.012359813873529472, 0.17786541367825306, 0.3119500757295802, 0.23172196590255556, 0.22136548207512374, 0.15602622612350725]"
destabilizing_treatment_33,pc2,0.20613621842649577,0.1417901597504001,-0.47674053609306855,-13.915982436774584,10,14.733924009599468,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33']","[0.009549524490031, -0.06072233939517139, -0.016735249850144858, -0.02594270624562897, -0.11825381609962934, -0.1523932337623758, -0.23208857668232996, -0.31601420658136214, -0.2646917385566382, -0.328925905559113]"
destabilizing_treatment_33,pc3,0.2753646233458913,0.42543647431432546,0.061692517857335746,-9.283019057958693,10,15.543626353177308,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33', 'destabilizing_treatment_33']","[-0.008265906427386751, -0.08779355488220765, -0.05597414056874489, 0.04732925216925586, -0.05682276692540217, -0.027958375827336304, 0.08711833152919439, 0.07218603835544514, 0.1802030802083669, 0.13233591523835453]"
destabilizing_treatment_34,pc1,0.20606293380699026,1.4283502132062527,0.04112102423128906,-13.92163432086857,10,14.73311188775429,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34']","[0.006164919264710667, 0.07772838366206533, 0.09469166683446004, 0.0561963902142712, 0.02144759792673194, 0.02909911731303204, 0.0729577205220231, -0.06936784763249684, 0.08992210116627586, 0.06291484099036442]"
destabilizing_treatment_34,pc2,0.20712278433851133,0.876109088529148,-0.013321834172328456,-13.839579000252176,10,14.744934938660137,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34']","[0.0024860237368596392, 0.06418369687570631, -0.01236309734944395, -0.053391589418254844, 0.02988138036501608, 0.0042196058923928935, -0.07155229261949592, -0.03703958372365917, -0.046086450679035273, -0.006359444342348655]"
destabilizing_treatment_34,pc3,0.22205801089623825,1.138020194099123,0.014272994369907723,-12.725545974618734,10,14.912777065632703,basinhopping,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0]","['destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34', 'destabilizing_treatment_34']","[-0.00779831125277759, 0.03840482241811516, 0.08706742348058777, -0.02798078270325259, -0.06135786199728287, 0.023576023134399313, 0.08700599951982062, 0.03515545100643665, -0.04338561341406945, 0.06578853192802392]"
